categoryA,featureA,compositionA,compositionC,compositionD,compositionG,compositionH,compositionJ,unit,result,water_quality
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.3054776877036139,Good
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0784351858281665,Poor
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.2363720379096545,Good
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2215895143571482,Good
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2357314948102128,Good
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0024266683867112,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0246768473346127,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0017665650482404,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0232463925347871,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1117530115917872,Standar
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0013705044030879,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.028753806592486,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0301128502322579,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0026907110800296,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0049702485124256,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0051335946797339,Poor
catA_25,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_12,0.2461071192131737,Good
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0021443192159607,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0773597999848473,Poor
catA_25,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_12,0.1972239783720517,Standar
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0080154007700385,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0020306077415587,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0291115490385242,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0029438291914595,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1034357148268808,Standar
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0052281554077703,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0301128502322579,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0209576305227777,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0021443192159607,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2654755663307826,Good
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.1115722807263064,Standar
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0100455022751137,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0246768473346127,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0021443192159607,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0061012540483287,Poor
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0636265767404782,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0334030850994434,Poor
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.1662975373449468,Standar
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.1087909541286293,Standar
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0150768997651337,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2229368891582695,Good
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0130896999701309,Poor
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0155819986362603,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0095759887994399,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0055080492050358,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2049788620350026,Good
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.004649741992852,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0034828391599845,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0011504654304977,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0080270633531676,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0072246636294035,Poor
catA_18,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0287367527843018,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0121806090304515,Poor
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.061584057458518,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.000482686374224,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2552369118872642,Good
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,4.4300042576162505e-05,Poor
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0887548404428697,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0129273083654182,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0098957927896394,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0018105755586184,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0372239411970598,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0050670885302444,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0127113274477854,Poor
catA_18,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0084770664444276,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2387056595196605,Good
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0002253473822851,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,5.316026373670286e-05,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0113273083654182,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0065606860343017,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0616963682493503,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2546477763466929,Good
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.026695679079272,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1263174482915372,Standar
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,0.0003071530340662,Poor
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.2464062677025862,Good
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.021441018258959,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0103605180259012,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0005224473223661,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0017225613275123,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0294175944998426,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,9.746136953940462e-05,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0005833629681484,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0595961765644753,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,5.906705421647333e-05,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0024488904445222,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,9.450772621332688e-05,Poor
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.2210003742219445,Good
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0175013258580195,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0032499264963248,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2018665050382604,Good
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2195278430184104,Good
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2003345708008182,Good
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0704594905664586,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0238004702697257,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.155943935146602,Standar
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.2169371478794662,Good
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,0.0001506226965026,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0075603780189009,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1538225623153269,Standar
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,5.316026373670286e-05,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,5.906705421647333e-05,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2186720206076217,Good
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0815776430409483,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.014324565526675,Poor
catA_18,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0107129327979392,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0070816009832767,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0362926621599815,Poor
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0399272672172134,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,0.0001890172244708,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1156366391393287,Standar
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.1103239373073516,Standar
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0330915978483218,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.0940676311300762,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0068179407530873,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2215031441775892,Good
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0164274413720686,Poor
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.156950246288751,Standar
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0005940340735862,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0062232937710929,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2622241078869611,Good
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0913388219218528,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0146633204129487,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.009799585265955,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.0230921887652839,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0224140313660125,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0020486400484885,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2255543601788014,Good
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0191170739324973,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,8.860114837886426e-05,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1054795060231835,Standar
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1841509205242821,Standar
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1542244109402227,Standar
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.1183754991056438,Standar
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0121726494431396,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2045715584513978,Good
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0185678024478242,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,0.0004961713217637,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0457083112356996,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0322586182627175,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0042969657054785,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0084776247088937,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,0.0003685841370519,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0315884536707326,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0037101855092754,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0024945747287364,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0895789074929918,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0820025759527236,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0026247021041124,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.2287590387699225,Good
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0481499562067584,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1557042200166679,Standar
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0469362769884853,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0010641690752326,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.1009835114661643,Standar
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0307144480642472,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.2580747079973714,Good
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0353342763268571,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0105863611550755,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,8.269457054440166e-05,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.003944915570704,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0444303496612853,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0394551299622798,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.1499170830760009,Standar
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.005767172937733,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0126894717280537,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.126666273944575,Standar
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0162050561634804,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0384352644611535,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0221945038134758,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0148756156266026,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0486613718904723,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.015804830955608,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0619962205537071,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0329212502059952,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0677743009253997,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0635588023849941,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0117153602570199,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0545999998856149,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0157732525044816,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0064177789049246,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0652006367326916,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0737329463087078,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.2210413143368048,Good
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0831611361346619,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0730903472967824,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0297053138158624,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0069197251261279,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.2902606255768786,Good
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.3231099765927284,Good
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0207944304926426,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.013203060715843,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0677616368634991,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0092989003367997,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0195270040615097,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.005570808540427,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0026907110800296,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0372767633911659,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0533246458065004,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.1647081627144342,Standar
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0963430562921433,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0143771607884066,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0016580275369211,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0026907110800296,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0005383602239051,Poor
catA_18,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0237521933479809,Poor
catA_19,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_13,0.3488580288025178,Good
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0318294646566256,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0675611788771876,Poor
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.029219395408743,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0001857568994743,Poor
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0624753998937112,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0826656564891279,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0016874483724186,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.0966282068216929,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.05484715335174,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0148380728108391,Poor
catA_6,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_7,0.3680076043045793,Good
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0072336996849842,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0026467073593014,Poor
catA_18,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0306101977422532,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0211006245043275,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0439481778922645,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0005198014609934,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0700722782028941,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0306849978198996,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,0.0007531177354193,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,0.0003721282255161,Poor
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0251786650503826,Poor
catA_19,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_13,0.2861303083151859,Good
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1062401697098264,Standar
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.037949192506643,Poor
catA_18,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.025523812410031,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,9.91529164989817e-05,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,6.203685410797693e-05,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0026601330066503,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,7.440871230136956e-05,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0109724676111826,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0025402730136506,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1507471778165012,Standar
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0351419955898017,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1523451776649746,Standar
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.076684294264717,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1056631562997196,Standar
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,0.0004075691101583,Poor
catA_19,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_13,0.1973294632595974,Standar
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0025146826178173,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.3708232596167823,Good
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2966221683460868,Good
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.1117052083613817,Standar
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0005878486323003,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0152354680005905,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.0058149218072489,Poor
catA_19,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_13,0.1947478308278013,Standar
catA_9,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_10,0.3526467811158798,Good
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0325294340480339,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0153564967042957,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0246768473346127,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.0158893240907185,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0008864295268293,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0757714978407455,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0491282672929767,Poor
catA_18,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1926324721569815,Standar
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0004030415005061,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1982159254488976,Standar
catA_17,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_12,0.0837000801123889,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.2494854153146375,Good
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0351377878531057,Poor
